,epoch,time,train_auc,test_auc
35,3500,343.91322207450867,0.8973431833293504,0.8976815687022334
36,3600,352.8271608352661,0.8974594246531694,0.8977912288988543
37,3700,359.8712468147278,0.8975674448350281,0.897892577544678
38,3800,366.8607659339905,0.8976728699529359,0.8979876115028518
39,3900,376.35269594192505,0.897769957847494,0.8980761530421009
40,4000,384.45764803886414,0.8978628668120316,0.8981619136096364
41,4100,395.7361869812012,0.8979507920155815,0.8982412444869328
42,4200,404.4164161682129,0.8980343112855049,0.8983208053694081
43,4300,416.3779139518738,0.8981161383467287,0.898393434732162
44,4400,426.6113760471344,0.8981920452570898,0.8984643076917286
45,4500,435.3050639629364,0.8982637732374306,0.8985317619379484
46,4600,442.98575091362,0.8983314770629365,0.8985904759873548
47,4700,452.2952227592468,0.8983945479512099,0.8986494827706257
48,4800,459.0072898864746,0.8984571312976475,0.8987027185148524
49,4900,468.1612329483032,0.8985159484478938,0.8987576897527046
50,5000,477.64271807670593,0.8985753950172296,0.898805854928206
51,5100,487.2692189216614,0.8986306729748905,0.898852932806496
52,5200,497.07839798927307,0.8986817100924565,0.8988973551704431
53,5300,505.2239599227905,0.8987330516012215,0.8989405647798087
54,5400,516.2895829677582,0.8987834128671421,0.898983795298736
55,5500,524.5128118991852,0.8988300208348037,0.8990195924684596
56,5600,532.989413022995,0.8988758497673626,0.8990564455710516
57,5700,543.109256029129,0.8989215032880441,0.8990964351079069
58,5800,553.8917620182037,0.8989659005501329,0.8991363723708579
59,5900,565.3630130290985,0.899007078488354,0.8991744591375934
60,6000,572.3432540893555,0.8990476295870722,0.8992082698989503
61,6100,579.7768998146057,0.8990860602657429,0.8992411920039327
62,6200,593.119313955307,0.899124297475431,0.8992761005172816
63,6300,609.5819358825684,0.899160744452135,0.8993066389322238
64,6400,621.826975107193,0.8991964949405022,0.8993388501121066
65,6500,630.3297970294952,0.8992307595870845,0.8993625929194787
66,6600,638.4431869983673,0.8992637989301113,0.8993906640061339
67,6700,646.8353118896484,0.8992962346499129,0.8994193519248612
68,6800,654.5515160560608,0.8993275405108572,0.8994467643603211
69,6900,661.1606018543243,0.8993586993353748,0.8994694616896055
70,7000,667.3489348888397,0.8993866310972654,0.899494103608133
71,7100,672.7469878196716,0.899414862091182,0.8995191741726766
72,7200,679.0234279632568,0.8994444422088028,0.89954400427726
73,7300,690.0838108062744,0.899473385168575,0.8995677575394129
74,7400,697.1163589954376,0.8994995499137592,0.8995860534059481
75,7500,703.7873909473419,0.8995270973172714,0.8996076738928022
76,7600,711.247092962265,0.8995537625022236,0.8996261161262695
77,7700,717.5212800502777,0.8995796641295919,0.899650245760534
78,7800,727.2468609809875,0.8996040773355884,0.8996701098442007
79,7900,732.6805651187897,0.8996270511323559,0.8996905384860349
80,8000,737.8861329555511,0.8996480334883975,0.8997115212312553
81,8100,743.1251537799835,0.8996725447186785,0.8997269420330491
82,8200,748.4190878868103,0.8996951418958268,0.899746638840222
83,8300,753.6674158573151,0.8997166788629514,0.8997641610529721
84,8400,759.2035310268402,0.8997365365193083,0.8997796550382322
85,8500,764.7977929115295,0.899755145655832,0.8997981600003848
86,8600,769.9774589538574,0.8997789113856342,0.8998143544559636
87,8700,775.1414179801941,0.8997954207388019,0.8998274438416218
88,8800,780.2902491092682,0.89981992680991,0.89984410876234
89,8900,785.5139620304108,0.8998415205279361,0.8998575013366438
90,9000,792.0686459541321,0.8998607410264444,0.8998742289860473
91,9100,798.7859899997711,0.8998795797461604,0.8998912389145344
92,9200,806.1981861591339,0.8998983101232465,0.8999042760262883
93,9300,812.800754070282,0.899915474691368,0.8999207945800742
94,9400,818.9928469657898,0.899935750240727,0.8999362572009918
95,9500,825.849937915802,0.8999518365417197,0.8999469942609527
96,9600,834.8161580562592,0.8999683458948874,0.8999639519155355
97,9700,842.7040159702301,0.8999849094193701,0.8999774490376479
98,9800,849.4635858535767,0.9000046071413683,0.8999918975448201
99,9900,856.1089549064636,0.900017507653117,0.9000048196539844
